,Kenteken,Voertuigsoort,Merk,Handelsbenaming,Datum tenaamstelling,Eerste kleur,Cilinderinhoud,Datum eerste toelating,Datum eerste tenaamstelling in Nederland,Catalogusprijs
294,N069PV,Personenauto,HYUNDAI,KONA,20220214,BRUIN,,20220214,20220214,40690
295,N069TN,Personenauto,HYUNDAI,KONA,20220301,ZWART,,20220301,20220301,39885
296,N070JB,Personenauto,CITROEN,JUMPY,20220401,WIT,,20220401,20220401,52970
297,N071JB,Personenauto,CITROEN,JUMPY,20220401,WIT,,20220401,20220401,52970
298,N071TP,Personenauto,HONDA,HONDA E,20220110,WIT,,20220110,20220110,40790
299,N072JB,Personenauto,CITROEN,JUMPY,20220401,WIT,,20220401,20220401,52970
300,N072SN,Personenauto,AUDI,Q4 40 E-TRON,20220107,ZWART,,20220107,20220107,59890
301,N072TR,Personenauto,HYUNDAI,IONIQ5,20220110,ZWART,,20220110,20220110,55600
302,N072XK,Personenauto,MINI,COOPER SE,20220105,ZWART,,20220105,20220105,39091
303,N072XV,Personenauto,MAZDA,MAZDA MX-30,20220107,WIT,,20220107,20220107,33600
304,N073SZ,Personenauto,MERCEDES-BENZ,EQA 350 4MATIC,20220105,GRIJS,,20220105,20220105,66230
305,N073TN,Personenauto,HYUNDAI,KONA,20220927,BLAUW,,20220127,20220127,39785
306,N073TP,Personenauto,BMW,IX XDRIVE40,20220107,GRIJS,,20220107,20220107,92326
307,N073ZX,Personenauto,CITROEN,E-C4,20220129,GRIJS,,20220129,20220129,34399
308,N074JB,Personenauto,CITROEN,JUMPY,20220314,WIT,,20220314,20220314,54870
309,N074SZ,Personenauto,MERCEDES-BENZ,EQA 250,20220106,WIT,,20220106,20220106,51216
310,N074TN,Personenauto,HYUNDAI,KONA,20220121,BLAUW,,20220121,20220121,39090
311,N074TP,Personenauto,BMW I,I3,20220128,GRIJS,,20220128,20220128,44365
312,N074VP,Personenauto,OPEL,CORSA,20220115,BLAUW,,20220115,20220115,31396
313,N074ZX,Personenauto,DS,DS 3 CROSSBACK,20220207,GRIJS,,20220207,20220207,39689
314,N075JB,Personenauto,CITROEN,JUMPY,20220401,WIT,,20220401,20220401,52970
315,N075TN,Personenauto,HYUNDAI,KONA,20220125,BLAUW,,20220125,20220125,39090
316,N075VP,Personenauto,OPEL,MOKKA,20220107,GRIJS,,20220107,20220107,38494
317,N076SZ,Personenauto,MERCEDES-BENZ,EQA 250,20220107,GRIJS,,20220107,20220107,58374
318,N076TN,Personenauto,HYUNDAI,KONA,20220107,GRIJS,,20220107,20220107,40790
319,N077TV,Personenauto,FIAT,500,20220110,WIT,,20220110,20220110,28739
320,N078VP,Personenauto,OPEL,CORSA,20220104,WIT,,20220104,20220104,30996
321,N078XK,Personenauto,MINI,COOPER SE,20220228,WIT,,20220228,20220228,38954
322,N078ZS,Personenauto,MINI,COOPER SE,20220125,GRIJS,,20220125,20220125,41191
323,N079TN,Personenauto,HYUNDAI,KONA,20220415,GRIJS,,20220415,20220415,40790
324,N080TN,Personenauto,HYUNDAI,KONA,20220121,ROOD,,20220121,20220121,39995
325,N080XS,Personenauto,OPEL,MOKKA,20220124,GRIJS,,20220124,20220124,39591
326,N080ZS,Personenauto,MINI,COOPER SE,20220124,GRIJS,,20220124,20220124,34881
327,N081TN,Personenauto,HYUNDAI,KONA,20220104,ROOD,,20220104,20220104,39995
328,N081VP,Personenauto,OPEL,VIVARO,20220131,WIT,,20220131,20220131,54505
329,N082TN,Personenauto,HYUNDAI,KONA,20220228,BRUIN,,20220228,20220228,40690
330,N083VT,Personenauto,MERCEDES-BENZ,EQC 400 4MATIC,20220107,ZWART,,20220107,20220107,79395
331,N084TN,Personenauto,HYUNDAI,KONA,20220223,BRUIN,,20220223,20220223,40690
332,N084TV,Personenauto,FIAT,500,20220120,GROEN,,20220120,20220120,33396
333,N085TN,Personenauto,HYUNDAI,KONA,20220312,BRUIN,,20220312,20220312,40690
334,N085ZJ,Personenauto,MINI,COOPER SE,20220120,BLAUW,,20220120,20220120,44584
335,N085ZS,Personenauto,MINI,COOPER SE,20220122,WIT,,20220122,20220122,40495
336,N086VT,Personenauto,MERCEDES-BENZ,EQA 250,20220110,GRIJS,,20220110,20220110,61611
337,N086ZJ,Personenauto,MINI,COOPER SE,20220708,BLAUW,,20220118,20220118,41607
338,N086ZS,Personenauto,MINI,COOPER SE,20220128,WIT,,20220128,20220128,38341
339,N086ZX,Personenauto,PEUGEOT,208,20220204,GRIJS,,20220204,20220204,35549
340,N087KL,Personenauto,HYUNDAI,IONIQ5,20220204,GROEN,,20220204,20220204,43705
341,N087TN,Personenauto,HYUNDAI,KONA,20220114,BRUIN,,20220114,20220114,40690
342,N087TR,Personenauto,HYUNDAI,IONIQ5,20220103,GROEN,,20220103,20220103,43705
343,N087ZS,Personenauto,MINI,COOPER SE,20220121,BLAUW,,20220121,20220121,41157
344,N088XT,Personenauto,PORSCHE,TAYCAN 4S,20220106,GRIJS,,20220106,20220106,143395
345,N088ZX,Personenauto,PEUGEOT,208,20220211,ROOD,,20220211,20220211,34929
346,N089ST,Personenauto,HYUNDAI,IONIQ5,20220108,BLAUW,,20220108,20220108,59600
347,N089TN,Personenauto,HYUNDAI,KONA,20220503,ZWART,,20220503,20220503,40790
348,N089VP,Personenauto,OPEL,CORSA,20220110,GRIJS,,20220110,20220110,35992
349,N089VT,Personenauto,SMART,EQ FORTWO COUPE,20220217,GRIJS,,20220112,20220112,27025
350,N089ZS,Personenauto,MINI,COOPER SE,20220121,ZWART,,20220121,20220121,40802
351,N090VT,Personenauto,MERCEDES-BENZ,EQA 250,20220111,WIT,,20220111,20220111,60928
352,N090ZS,Personenauto,MINI,COOPER SE,20220120,WIT,,20220120,20220120,39692
353,N091ZJ,Personenauto,MINI,COOPER SE,20220517,GROEN,,20220113,20220113,42472
354,N092NT,Personenauto,HYUNDAI,IONIQ5,20220107,ZWART,,20220107,20220107,52600
355,N092TR,Personenauto,HYUNDAI,IONIQ5,20220112,GROEN,,20220112,20220112,49505
356,N092VP,Personenauto,OPEL,MOKKA,20220120,BLAUW,,20220120,20220120,37995
357,N092VT,Personenauto,MERCEDES-BENZ,EQA 250,20220113,GRIJS,,20220113,20220113,62930
358,N093TD,Personenauto,AUDI,Q4 50 E-TRON,20220114,WIT,,20220114,20220114,78532
359,N093XT,Personenauto,PORSCHE,TAYCAN 4S,20220816,ZWART,,20220114,20220114,153911
360,N093ZN,Personenauto,SKODA,ENYAQ 80,20220218,GRIJS,,20220119,20220119,50815
361,N094VP,Personenauto,OPEL,CORSA,20220107,ZWART,,20220107,20220107,35396
362,N094XT,Personenauto,PORSCHE,TAYCAN 4,20220817,GRIJS,,20220107,20220107,130129
363,N094ZH,Personenauto,FIAT,500,20220115,ROOD,,20220115,20220115,26350
364,N095XT,Personenauto,PORSCHE,TAYCAN 4,20220804,GRIJS,,20220113,20220113,120877
365,N095ZH,Personenauto,FIAT,500,20220114,BLAUW,,20220114,20220114,36000
366,N096TN,Personenauto,HYUNDAI,KONA,20220121,BLAUW,,20220121,20220121,40690
367,N096TR,Personenauto,HYUNDAI,KONA,20220112,BLAUW,,20220112,20220112,39995
368,N096VX,Personenauto,AUDI,E-TRON GT,20220921,GRIJS,,20220211,20220211,116300
369,N096VZ,Personenauto,PEUGEOT,2008,20220119,ZWART,,20220119,20220119,41250
370,N096ZH,Personenauto,FIAT,500,20220114,BLAUW,,20220114,20220114,37746
371,N096ZS,Personenauto,MINI,COOPER SE,20220124,GRIJS,,20220124,20220124,35341
372,N097TN,Personenauto,HYUNDAI,KONA,20220609,BLAUW,,20220609,20220609,40690
373,N097XK,Personenauto,MINI,COOPER SE,20220105,GROEN,,20220105,20220105,38901
374,N097ZH,Personenauto,FIAT,500,20220114,BLAUW,,20220114,20220114,38400
375,N098NT,Personenauto,HYUNDAI,IONIQ5,20220106,GEEL,,20220106,20220106,52800
376,N098XK,Personenauto,MINI,COOPER SE,20220111,GROEN,,20220111,20220111,37991
377,N098ZH,Personenauto,FIAT,500,20220114,GROEN,,20220114,20220114,38400
378,N099SZ,Personenauto,MERCEDES-BENZ,EQA 250,20220106,BLAUW,,20220106,20220106,53140
379,N099TN,Personenauto,HYUNDAI,KONA,20220112,BLAUW,,20220112,20220112,40690
380,N099VX,Personenauto,AUDI,Q4 40 E-TRON,20220113,WIT,,20220113,20220113,61387
381,N099XS,Personenauto,OPEL,CORSA,20220111,GRIJS,,20220111,20220111,37192
382,N099ZH,Personenauto,FIAT,500,20220120,ZWART,,20220120,20220120,38400
383,N100TN,Personenauto,HYUNDAI,KONA,20220118,BLAUW,,20220118,20220118,40690
384,N100XS,Personenauto,OPEL,MOKKA,20220128,ZWART,,20220128,20220128,39092
385,N100ZH,Personenauto,FIAT,500,20220114,ZWART,,20220114,20220114,38400
386,N100ZS,Personenauto,MINI,COOPER SE,20220126,GROEN,,20220126,20220126,35551
387,N101TN,Personenauto,HYUNDAI,KONA,20220314,BLAUW,,20220314,20220314,40690
388,N101ZH,Personenauto,FIAT,500,20220114,BLAUW,,20220114,20220114,37946
389,N102VH,Personenauto,PEUGEOT,2008,20220105,ZWART,,20220105,20220105,38150
390,N102VV,Personenauto,PEUGEOT,208,20220107,BLAUW,,20220107,20220107,29630
391,N102ZH,Personenauto,FIAT,500,20220114,GROEN,,20220114,20220114,29980
392,N103VZ,Personenauto,PEUGEOT,2008,20220131,GRIJS,,20220131,20220131,38150
393,N103ZH,Personenauto,FIAT,500,20220114,GRIJS,,20220114,20220114,30546
394,N103ZJ,Personenauto,MINI,COOPER SE,20220115,BLAUW,,20220115,20220115,42841
395,N103ZN,Personenauto,SKODA,ENYAQ 80,20220126,BLAUW,,20220119,20220119,50815
396,N104TB,Personenauto,BMW,IX3,20220104,ZWART,,20220104,20220104,74332
397,N104TH,Personenauto,MINI,COOPER SE,20220107,BLAUW,,20220107,20220107,38017
398,N104VZ,Personenauto,PEUGEOT,2008,20220126,ORANJE,,20220126,20220126,33999
399,N104ZH,Personenauto,FIAT,500,20220119,ZWART,,20220119,20220119,35346
400,N104ZN,Personenauto,SKODA,ENYAQ 80,20220906,BLAUW,,20220119,20220119,50815
401,N105TB,Personenauto,BMW,IX3,20220609,GRIJS,,20220104,20220104,74173
402,N105TH,Personenauto,MINI,COOPER SE,20220106,BLAUW,,20220106,20220106,41497
403,N105XT,Personenauto,PORSCHE,TAYCAN 4S,20220204,GRIJS,,20220113,20220113,150660
404,N105ZH,Personenauto,FIAT,500,20220114,ROOD,,20220114,20220114,31646
405,N105ZJ,Personenauto,KIA,EV6,20220119,ROOD,,20220119,20220119,51065
406,N106TH,Personenauto,MINI,COOPER SE,20220103,GRIJS,,20220103,20220103,41551
407,N106TN,Personenauto,HYUNDAI,KONA,20220518,ZWART,,20220216,20220216,43690
408,N106VZ,Personenauto,PEUGEOT,2008,20220112,ZWART,,20220112,20220112,38150
409,N106XK,Personenauto,MINI,COOPER SE,20220122,GROEN,,20220122,20220122,40121
410,N106XT,Personenauto,PORSCHE,TAYCAN 4S,20220114,ZWART,,20220114,20220114,140018
411,N106XZ,Personenauto,PEUGEOT,208,20220131,GRIJS,,20220131,20220131,34249
412,N106ZH,Personenauto,FIAT,500,20220118,GRIJS,,20220118,20220118,31646
413,N106ZJ,Personenauto,KIA,EV6,20220118,ROOD,,20220118,20220118,51065
414,N107TH,Personenauto,MINI,COOPER SE,20220105,GROEN,,20220105,20220105,37352
415,N107TL,Personenauto,VOLVO,XC40,20220112,ZWART,,20220112,20220112,52919
416,N107ZH,Personenauto,FIAT,500,20220117,GROEN,,20220117,20220117,32146
417,N107ZJ,Personenauto,KIA,EV6,20220120,GROEN,,20220120,20220120,51860
418,N108TH,Personenauto,MINI,COOPER SE,20220122,WIT,,20220122,20220122,37271
419,N108TS,Personenauto,VOLVO,XC40,20220128,BLAUW,,20220128,20220128,52859
420,N108ZH,Personenauto,FIAT,500,20220118,BLAUW,,20220118,20220118,37696
421,N108ZJ,Personenauto,KIA,EV6,20220121,WIT,,20220121,20220121,51860
422,N109RH,Personenauto,PEUGEOT,208,20220108,GEEL,,20220108,20220108,31899
423,N109XK,Personenauto,MINI,COOPER SE,20220117,GRIJS,,20220117,20220117,45071
424,N109ZH,Personenauto,FIAT,500,20220114,WIT,,20220114,20220114,36646
425,N109ZJ,Personenauto,KIA,EV6,20220118,BLAUW,,20220118,20220118,45355
426,N110RH,Personenauto,PEUGEOT,208,20220114,GEEL,,20220114,20220114,31349
427,N110SK,Personenauto,AUDI,E-TRON SPORTBACK 55,20220303,ZWART,,20220303,20220303,92792
428,N110ST,Personenauto,HYUNDAI,IONIQ5,20220128,ZWART,,20220128,20220128,50400
429,N110TP,Personenauto,MINI,COOPER SE,20220112,GROEN,,20220103,20220103,44745
430,N110VB,Personenauto,VOLVO,XC40,20220108,WIT,,20220108,20220108,54264
431,N110XP,Personenauto,AUDI,Q4 40 E-TRON,20220117,ZWART,,20220117,20220117,66597
432,N110XT,Personenauto,PORSCHE,TAYCAN 4,20220107,WIT,,20220107,20220107,109026
433,N110ZH,Personenauto,FIAT,500,20220113,WIT,,20220113,20220113,33046
434,N110ZJ,Personenauto,KIA,EV6,20220120,BLAUW,,20220120,20220120,45355
435,N111XT,Personenauto,PORSCHE,TAYCAN 4,20220107,GRIJS,,20220107,20220107,125645
436,N111ZH,Personenauto,FIAT,500,20220114,GRIJS,,20220114,20220114,32546
437,N111ZJ,Personenauto,KIA,EV6,20220120,WIT,,20220120,20220120,56660
438,N112ST,Personenauto,HYUNDAI,IONIQ5,20220321,WIT,,20220321,20220321,50200
439,N112TN,Personenauto,HYUNDAI,KONA,20220215,BLAUW,,20220215,20220215,39090
440,N112VP,Personenauto,PEUGEOT,2008,20220121,GRIJS,,20220121,20220121,36949
441,N112XT,Personenauto,PORSCHE,TAYCAN 4,20220107,WIT,,20220107,20220107,107870
442,N112ZH,Personenauto,FIAT,500,20220113,ROOD,,20220113,20220113,32351
443,N112ZJ,Personenauto,KIA,EV6,20220121,GRIJS,,20220121,20220121,56660
444,N113FV,Personenauto,CITROEN,JUMPY,20220701,WIT,,20220701,20220701,54870
445,N113NT,Personenauto,HYUNDAI,IONIQ5,20220114,GROEN,,20220114,20220114,53400
446,N113ZD,Personenauto,VOLVO,C40,20220114,GRIJS,,20220114,20220114,60134
447,N113ZH,Personenauto,FIAT,500,20220115,ROOD,,20220115,20220115,32351
448,N113ZJ,Personenauto,KIA,NIRO,20220203,ZWART,,20220203,20220203,42345
449,N114FV,Personenauto,CITROEN,JUMPY,20220502,WIT,,20220502,20220502,54870
450,N114ZH,Personenauto,FIAT,500,20220121,ROOD,,20220121,20220121,32351
451,N114ZJ,Personenauto,KIA,NIRO,20220119,ZWART,,20220119,20220119,46840
452,N115TH,Personenauto,MINI,COOPER SE,20220114,BLAUW,,20220104,20220104,41237
453,N115VZ,Personenauto,PEUGEOT,2008,20220120,ROOD,,20220120,20220120,38330
454,N115ZH,Personenauto,FIAT,500,20220117,ROOD,,20220117,20220117,32351
455,N115ZJ,Personenauto,KIA,NIRO,20220114,GRIJS,,20220114,20220114,40845
456,N116TB,Personenauto,BMW,IX3,20220128,ROOD,,20220128,20220128,66910
457,N116TH,Personenauto,MINI,COOPER SE,20220108,WIT,,20220103,20220103,41141
458,N116VZ,Personenauto,PEUGEOT,2008,20220228,ORANJE,,20220228,20220228,37500
459,N116ZH,Personenauto,FIAT,500,20220113,ROOD,,20220113,20220113,35351
460,N116ZJ,Personenauto,KIA,NIRO,20220117,BLAUW,,20220117,20220117,43340
461,N116ZX,Personenauto,HYUNDAI,IONIQ,20220124,GRIJS,,20220124,20220124,37067
462,N117TB,Personenauto,BMW,IX3,20220104,ZWART,,20220104,20220104,73605
463,N117ZD,Personenauto,VOLVO,XC40,20220112,ZWART,,20220112,20220112,45879
464,N117ZJ,Personenauto,KIA,NIRO,20220203,ZWART,,20220203,20220203,42345
465,N117ZS,Personenauto,KIA,EV6,20220125,BLAUW,,20220125,20220125,51860
466,N117ZX,Personenauto,HYUNDAI,IONIQ,20220129,GRIJS,,20220129,20220129,37067
467,N118ZJ,Personenauto,KIA,NIRO,20220203,ZWART,,20220203,20220203,42345
468,N118ZS,Personenauto,KIA,EV6,20220127,ZWART,,20220127,20220127,51860
469,N118ZX,Personenauto,HYUNDAI,KONA,20220125,ZWART,,20220125,20220125,40790
470,N119ZJ,Personenauto,KIA,NIRO,20220203,ZWART,,20220203,20220203,42345
471,N119ZS,Personenauto,KIA,EV6,20220128,ROOD,,20220128,20220128,51065
472,N119ZX,Personenauto,HYUNDAI,KONA,20220307,BLAUW,,20220307,20220307,40690
473,N120VV,Personenauto,PEUGEOT,208,20220113,GEEL,,20220113,20220113,33849
474,N120ZD,Personenauto,VOLVO,C40,20220114,GRIJS,,20220114,20220114,60134
475,N120ZJ,Personenauto,KIA,NIRO,20220124,GRIJS,,20220124,20220124,42345
476,N120ZS,Personenauto,KIA,EV6,20220126,ZWART,,20220126,20220126,51860
477,N120ZX,Personenauto,HYUNDAI,KONA,20220128,GRIJS,,20220128,20220128,43690
478,N121ZJ,Personenauto,KIA,NIRO,20220118,BLAUW,,20220118,20220118,42345
479,N121ZS,Personenauto,KIA,EV6,20220126,GROEN,,20220126,20220126,51860
480,N122XK,Personenauto,MINI,COOPER SE,20220114,BLAUW,,20220114,20220114,41797
481,N122XT,Personenauto,PORSCHE,TAYCAN 4,20220622,GRIJS,,20220107,20220107,140465
482,N122ZJ,Personenauto,KIA,NIRO,20220119,ROOD,,20220119,20220119,46840
483,N122ZS,Personenauto,KIA,EV6,20220124,WIT,,20220124,20220124,51860
484,N123ST,Personenauto,HYUNDAI,IONIQ5,20220118,BLAUW,,20220118,20220118,48600
485,N123XT,Personenauto,PORSCHE,TAYCAN 4,20220107,BLAUW,,20220107,20220107,102505
486,N123ZS,Personenauto,KIA,EV6,20220128,GRIJS,,20220128,20220128,51860
487,N124XT,Personenauto,PORSCHE,TAYCAN 4,20220111,GRIJS,,20220111,20220111,115059
488,N124ZS,Personenauto,KIA,EV6,20220125,BLAUW,,20220125,20220125,51860
489,N125XT,Personenauto,PORSCHE,TAYCAN 4,20220106,GRIJS,,20220106,20220106,130990
490,N125ZS,Personenauto,KIA,EV6,20220202,GRIJS,,20220202,20220202,51860
491,N125ZX,Personenauto,BMW,IX XDRIVE40,20220718,GRIJS,,20220131,20220131,98717
492,N126VP,Personenauto,PEUGEOT,2008,20220103,ZWART,,20220103,20220103,42050
493,N126XT,Personenauto,PORSCHE,TAYCAN 4,20220107,WIT,,20220107,20220107,125945
494,N126ZS,Personenauto,KIA,EV6,20220202,GRIJS,,20220202,20220202,45355
495,N126ZX,Personenauto,BMW,IX3,20220608,ROOD,,20220131,20220131,73580
496,N127XT,Personenauto,PORSCHE,TAYCAN 4,20220701,GRIJS,,20220107,20220107,128371
497,N127ZS,Personenauto,KIA,EV6,20220120,GRIJS,,20220120,20220120,45355
498,N128SZ,Personenauto,MERCEDES-BENZ,EQS 450+,20220107,GRIJS,,20220107,20220107,139198
499,N128TP,Personenauto,MINI,COOPER SE,20220107,ZWART,,20220107,20220107,38002
500,N128XT,Personenauto,PORSCHE,TAYCAN 4,20220107,BLAUW,,20220107,20220107,125938
501,N128ZJ,Personenauto,KIA,EV6,20220113,ROOD,,20220113,20220113,51065
502,N128ZS,Personenauto,KIA,EV6,20221004,ROOD,,20220131,20220131,44560
503,N129TN,Personenauto,PEUGEOT,208,20220107,ROOD,,20220107,20220107,34930
504,N129XT,Personenauto,PORSCHE,TAYCAN TURBO S,20220105,GRIJS,,20220105,20220105,237940
505,N129ZJ,Personenauto,CITROEN,E-C4,20220119,GRIJS,,20220119,20220119,33899
506,N129ZS,Personenauto,KIA,EV6,20220121,ROOD,,20220121,20220121,44560
507,N130XT,Personenauto,PORSCHE,TAYCAN,20220214,GRIJS,,20220214,20220214,132533
508,N130ZJ,Personenauto,CITROEN,E-C4,20220121,BLAUW,,20220121,20220121,38949
509,N130ZS,Personenauto,KIA,EV6,20220129,ROOD,,20220129,20220129,44560
510,N131ST,Personenauto,HYUNDAI,IONIQ5,20220114,GROEN,,20220114,20220114,46705
511,N131XT,Personenauto,PORSCHE,TAYCAN,20220107,ZWART,,20220107,20220107,115463
512,N131ZS,Personenauto,KIA,EV6,20220129,ROOD,,20220129,20220129,44560
513,N132XT,Personenauto,PORSCHE,TAYCAN,20220107,WIT,,20220107,20220107,117960
514,N132XZ,Personenauto,JAC,IEV7S,20220908,ZWART,,20220908,20220908,29900
515,N132ZS,Personenauto,KIA,EV6,20220128,GRIJS,,20220128,20220128,56660
516,N133ST,Personenauto,HYUNDAI,IONIQ5,20220104,GROEN,,20220104,20220104,46705
517,N133XS,Personenauto,AUDI,E-TRON GT,20220315,GRIJS,,20220315,20220315,126400
518,N133XT,Personenauto,PORSCHE,TAYCAN,20220107,ZWART,,20220107,20220107,111204
519,N133ZJ,Personenauto,MAZDA,MAZDA MX-30,20220929,WIT,,20220113,20220113,33600
520,N133ZS,Personenauto,KIA,EV6,20220128,GRIJS,,20220128,20220128,56660
521,N134XT,Personenauto,PORSCHE,TAYCAN,20220112,BLAUW,,20220112,20220112,128535
522,N134ZH,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220114,ROOD,,20220114,20220114,39291
523,N134ZS,Personenauto,KIA,EV6,20220415,GRIJS,,20220121,20220121,56660
524,N135TB,Personenauto,BMW,IX3,20220104,ZWART,,20220104,20220104,74353
525,N135TD,Personenauto,AUDI,E-TRON SPORTBACK 55,20220115,GRIJS,,20220115,20220115,93325
526,N135XT,Personenauto,PORSCHE,TAYCAN TURBO S,20220305,ZWART,,20220305,20220305,232975
527,N135ZH,Personenauto,NISSAN,NISSAN LEAF 40KWH,20220128,GRIJS,,20220128,20220128,39291
528,N135ZS,Personenauto,KIA,EV6,20220122,ZWART,,20220122,20220122,59160
529,N136SN,Personenauto,AUDI,RS E-TRON GT,20220105,GROEN,,20220105,20220105,175535
530,N136XT,Personenauto,PORSCHE,TAYCAN 4,20220926,GRIJS,,20220107,20220107,120261
531,N136ZD,Personenauto,BMW,IX3,20220121,ZWART,,20220121,20220121,74976
532,N136ZH,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220122,ZWART,,20220122,20220122,41841
533,N136ZS,Personenauto,KIA,EV6,20220126,ROOD,,20220126,20220126,58365
534,N137XT,Personenauto,PORSCHE,TAYCAN 4S,20220114,ROOD,,20220114,20220114,157553
535,N137ZH,Personenauto,NISSAN,NISSAN LEAF 62KWH,20220921,GRIJS,,20220121,20220121,42341
536,N137ZS,Personenauto,KIA,EV6,20220127,WIT,,20220127,20220127,59160
537,N138PN,Personenauto,AUDI,Q4 40 E-TRON,20220105,GRIJS,,20220105,20220105,61879
538,N138VP,Personenauto,PEUGEOT,2008,20220128,ZWART,,20220128,20220128,38299
539,N138XG,Personenauto,RENAULT,TWINGO,20220108,GRIJS,,20220108,20220108,22165
540,N138XT,Personenauto,PORSCHE,TAYCAN TURBO S,20220107,GRIJS,,20220107,20220107,231840
541,N138ZK,Personenauto,TOYOTA,PROACE,20220125,WIT,,20220125,20220125,55355
542,N139XZ,Personenauto,OPEL,CORSA,20220108,BLAUW,,20220108,20220108,35195
543,N139ZD,Personenauto,BMW,IX3,20220122,ZWART,,20220122,20220122,73580
544,N139ZS,Personenauto,KIA,NIRO,20220126,WIT,,20220126,20220126,41550
545,N140VX,Personenauto,PORSCHE,TAYCAN TURBO,20220112,GRIJS,,20220112,20220112,211273
546,N140ZS,Personenauto,KIA,NIRO,20220129,WIT,,20220129,20220129,41550
547,N141TL,Personenauto,VOLVO,XC40,20220105,WIT,,20220105,20220105,62470
548,N141VH,Personenauto,PEUGEOT,2008,20220204,ORANJE,,20220204,20220204,35800
549,N141XZ,Personenauto,OPEL,CORSA,20220112,BLAUW,,20220112,20220112,35394
550,N141ZS,Personenauto,KIA,NIRO,20220124,ZWART,,20220124,20220124,46840
551,N142XZ,Personenauto,OPEL,CORSA,20220110,BLAUW,,20220110,20220110,33994
552,N142ZS,Personenauto,KIA,NIRO,20220123,GRIJS,,20220123,20220123,40845
553,N142ZV,Personenauto,CITROEN,E-C4,20220124,WIT,,20220124,20220124,36849
554,N143ZS,Personenauto,KIA,NIRO,20220128,GRIJS,,20220128,20220128,40845
555,N144ZD,Personenauto,MINI,COOPER SE,20220113,BLAUW,,20220113,20220113,44335
556,N144ZS,Personenauto,KIA,NIRO,20220127,BLAUW,,20220127,20220127,40845
557,N145ST,Personenauto,HYUNDAI,IONIQ5,20220222,GEEL,,20220222,20220222,46600
558,N145ZD,Personenauto,MINI,COOPER SE,20220114,ZWART,,20220114,20220114,36261
559,N145ZS,Personenauto,KIA,NIRO,20220125,BLAUW,,20220125,20220125,40845
560,N146VG,Personenauto,FORD,MUSTANG MACH-E,20220110,ZWART,,20220110,20220110,59065
561,N146XZ,Personenauto,CITROEN,E-C4,20220112,GRIJS,,20220112,20220112,35899
562,N146ZS,Personenauto,KIA,NIRO,20220126,BLAUW,,20220126,20220126,40845
563,N147SZ,Personenauto,SMART,EQ FORFOUR,20220104,ZWART,,20220104,20220104,25128
564,N147ZS,Personenauto,KIA,NIRO,20220126,BLAUW,,20220126,20220126,40845
565,N148TK,Personenauto,PEUGEOT,2008,20220120,ZWART,,20220120,20220120,41850
566,N148ZD,Personenauto,MINI,COOPER SE,20220905,BLAUW,,20220115,20220115,44457
567,N148ZR,Personenauto,CITROEN,E-C4,20220127,GRIJS,,20220127,20220127,36900
568,N148ZS,Personenauto,KIA,NIRO,20220125,BLAUW,,20220125,20220125,40845
569,N149SN,Personenauto,AUDI,Q4 40 E-TRON,20220107,ZWART,,20220107,20220107,62678
570,N149ZS,Personenauto,KIA,NIRO,20220121,GRIJS,,20220121,20220121,42345
571,N150ZS,Personenauto,KIA,NIRO,20220128,ZWART,,20220128,20220128,46840
572,N151FL,Personenauto,CITROEN,JUMPY,20220701,WIT,,20220701,20220701,54870
573,N151TK,Personenauto,PEUGEOT,208,20220108,GEEL,,20220108,20220108,31899
574,N151ZS,Personenauto,KIA,NIRO,20220126,ZWART,,20220126,20220126,46840
